Image,image_url,@Occasion,@Age Group,@Recommended Body shape,@Recommended size,@Skin tone,Clothing Type,Fit,Fabric,Color_family,Style,Description,Quality_Tag,Score,Prompt
train_image/img013.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718502/training_image/13.png,Casual luxury,18-25,"Rectangle, Apple Shape","S, M, L, XL","Light, Medium, Dusky",jumpsuit,structured,linen,black,Minimal Luxury,"Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a black palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years.",,0.371,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a black palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years. Background: sunlit Jaipur palace corridor."
train_image/img014.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718501/training_image/14.png,Casual luxury,26-35,"Rectangle, Apple Shape","S, M, L, XL","Light, Medium, Dusky",jumpsuit,structured,linen,neutral,Minimal Luxury,"Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a neutral palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 26-35 years.",,0.268,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a neutral palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 26-35 years. Background: Goan beach promenade at sunset."
train_image/img015.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718499/training_image/15.png,Casual luxury,18-25,"Rectangle, Pear Shape","XS, S, M, L","Light, Medium, Dusky",co_ord_set,structured,linen,pastel,Minimal Luxury,"Linen co-ord set with a cropped top and tailored trousers for weekend outings. Crafted in linen with a structured profile and a pastel palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 18-25 years.",,0.423,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Linen co-ord set with a cropped top and tailored trousers for weekend outings. Crafted in linen with a structured profile and a pastel palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 18-25 years. Background: lush monsoon garden with stone path."
train_image/img016.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718497/training_image/16.png,Resort,51+,"Rectangle, Pear Shape, Hourglass","XS, S, M, L","Light, Medium, Dusky",maxi_dress,flowing,chiffon,black,Minimal Luxury,"Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a black palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 51+ years.",,0.152,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a black palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 51+ years. Background: minimalist studio with warm lighting."
train_image/img017.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718496/training_image/17.png,Resort,26-35,"Rectangle, Pear Shape, Hourglass","XS, S, M, L","Light, Medium, Dusky",maxi_dress,flowing,chiffon,jewel,Minimal Luxury,"Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a jewel palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 26-35 years.",,0.274,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a jewel palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 26-35 years. Background: luxury hotel lobby with marble floor."
train_image/img018.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718495/training_image/18.png,Party,13-17,"Inverted Triangle, Rectangle","M, L, XL","Medium, Dusky",cape_saree,structured,silk,pastel,Couture,"Pre-stitched silk cape saree that adds drama without heavy draping. Crafted in silk with a structured profile and a pastel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes M, L, XL. Age guidance: 13-17 years.",,0.513,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Pre-stitched silk cape saree that adds drama without heavy draping. Crafted in silk with a structured profile and a pastel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes M, L, XL. Age guidance: 13-17 years. Background: old city street with pastel walls."
train_image/img019.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718493/training_image/19.png,Party,18-25,"Pear Shape, Hourglass","S, M, L","Light, Medium",peplum_set,structured,satin,neutral,Elegant,"Satin peplum set with fitted trousers, flattering the waist for festive dinners. Crafted in satin with a structured profile and a neutral palette suited for Party moments across India. Fits Pear Shape, Hourglass bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years.",,0.655,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin peplum set with fitted trousers, flattering the waist for festive dinners. Crafted in satin with a structured profile and a neutral palette suited for Party moments across India. Fits Pear Shape, Hourglass bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years. Background: resort poolside deck with cabanas."
train_image/img020.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718492/training_image/20.png,Party,51+,"Hourglass, Rectangle","S, M, L","Light, Medium",cocktail_dress,slim,satin,pastel,Elegant,"Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a pastel palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 51+ years.",,0.519,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a pastel palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 51+ years. Background: art gallery interior with soft spotlights."
train_image/img021.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718491/training_image/21.png,Party,18-25,"Inverted Triangle, Rectangle","S, M, L","Medium, Dusky",fusion_gown,structured,satin,black,Couture,"Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a black palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years.",,0.648,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a black palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years. Background: heritage haveli courtyard at dusk."
train_image/img022.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718490/training_image/22.png,Formal,13-17,"Apple Shape, Rectangle","S, M, L, XL","Light, Medium, Dusky",kurta_set,relaxed,linen,neutral,Minimal Luxury,"Breathable linen kurta set with straight pants suited for office wear and day events in Indian weather. Crafted in linen with a relaxed profile and a neutral palette suited for Formal moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 13-17 years.",,0.41,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breathable linen kurta set with straight pants suited for office wear and day events in Indian weather. Crafted in linen with a relaxed profile and a neutral palette suited for Formal moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 13-17 years. Background: modern Mumbai rooftop lounge at night."
train_image/img023.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718489/training_image/23.png,Party,36-50,"Inverted Triangle, Rectangle","S, M, L","Medium, Dusky",fusion_gown,structured,satin,pastel,Couture,"Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a pastel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years.",,0.803,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a pastel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years. Background: sunlit Jaipur palace corridor."
train_image/img024.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718487/training_image/24.png,Party,13-17,"Hourglass, Rectangle","S, M, L","Light, Medium",lace_dress,slim,lace,neutral,Elegant,"Delicate lace dress with slip lining and side slit for evening receptions. Crafted in lace with a slim profile and a neutral palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 13-17 years.",,0.545,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Delicate lace dress with slip lining and side slit for evening receptions. Crafted in lace with a slim profile and a neutral palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 13-17 years. Background: Goan beach promenade at sunset."
train_image/img025.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718486/training_image/25.png,Casual luxury,18-25,"Apple Shape, Rectangle","S, M, L, XL","Light, Medium",tunic_set,relaxed,linen,black,Elegant,"Linen tunic set with high-low hem and slim pants for easy daytime polish. Crafted in linen with a relaxed profile and a black palette suited for Casual luxury moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years.",,0.332,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Linen tunic set with high-low hem and slim pants for easy daytime polish. Crafted in linen with a relaxed profile and a black palette suited for Casual luxury moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years. Background: lush monsoon garden with stone path."
train_image/img026.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718485/training_image/26.png,Resort,36-50,"Rectangle, Pear Shape, Hourglass","XS, S, M, L","Light, Medium, Dusky",maxi_dress,flowing,chiffon,metallic,Minimal Luxury,"Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a metallic palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 36-50 years.",,0.223,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a metallic palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 36-50 years. Background: minimalist studio with warm lighting."
train_image/img027.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718484/training_image/27.png,Casual luxury,51+,"Apple Shape, Rectangle","S, M, L, XL","Light, Medium",tunic_set,relaxed,linen,jewel,Elegant,"Linen tunic set with high-low hem and slim pants for easy daytime polish. Crafted in linen with a relaxed profile and a jewel palette suited for Casual luxury moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L, XL. Age guidance: 51+ years.",,0.313,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Linen tunic set with high-low hem and slim pants for easy daytime polish. Crafted in linen with a relaxed profile and a jewel palette suited for Casual luxury moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L, XL. Age guidance: 51+ years. Background: luxury hotel lobby with marble floor."
train_image/img028.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718483/training_image/28.png,Formal,18-25,"Pear Shape, Hourglass","M, L, XL","Light, Medium",palazzo_set,flowing,silk,neutral,Elegant,"Silk palazzo set with a gently flared kurti and airy pants, ideal for Indian formal dinners. Crafted in silk with a flowing profile and a neutral palette suited for Formal moments across India. Fits Pear Shape, Hourglass bodies, complements Light, Medium skin tones, and is available in sizes M, L, XL. Age guidance: 18-25 years.",,0.694,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Silk palazzo set with a gently flared kurti and airy pants, ideal for Indian formal dinners. Crafted in silk with a flowing profile and a neutral palette suited for Formal moments across India. Fits Pear Shape, Hourglass bodies, complements Light, Medium skin tones, and is available in sizes M, L, XL. Age guidance: 18-25 years. Background: old city street with pastel walls."
train_image/img029.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718482/training_image/29.png,Formal,51+,"Rectangle, Inverted Triangle","M, L, XL, XXL","Medium, Dusky, Deep",kurta_jacket_set,structured,velvet,pastel,Traditional Luxury,"Velvet kurta with a longline jacket for winter formals and cultural events. Crafted in velvet with a structured profile and a pastel palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 51+ years.",,0.797,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Velvet kurta with a longline jacket for winter formals and cultural events. Crafted in velvet with a structured profile and a pastel palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 51+ years. Background: resort poolside deck with cabanas."
train_image/img030.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718481/training_image/30.png,Party,51+,"Inverted Triangle, Rectangle","S, M, L","Medium, Dusky",fusion_gown,structured,satin,jewel,Couture,"Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a jewel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 51+ years.",,0.874,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a jewel palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 51+ years. Background: art gallery interior with soft spotlights."
train_image/img031.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718480/training_image/31.png,Wedding,51+,"Hourglass, Pear Shape","M, L, XL, XXL","Medium, Dusky, Deep",lehenga_set,structured,silk,jewel,Traditional Luxury,"Structured silk lehenga set with a supportive blouse and ample flare suited to sangeet and pheras. Crafted in silk with a structured profile and a jewel palette suited for Wedding moments across India. Fits Hourglass, Pear Shape bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 51+ years.",,0.894,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured silk lehenga set with a supportive blouse and ample flare suited to sangeet and pheras. Crafted in silk with a structured profile and a jewel palette suited for Wedding moments across India. Fits Hourglass, Pear Shape bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 51+ years. Background: heritage haveli courtyard at dusk."
train_image/img032.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718479/training_image/32.png,Resort,18-25,"Rectangle, Pear Shape, Hourglass","XS, S, M, L","Light, Medium, Dusky",maxi_dress,flowing,chiffon,pastel,Minimal Luxury,"Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a pastel palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 18-25 years.",,0.571,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breezy chiffon maxi dress with tiered hem, designed for coastal getaways and Indian summers. Crafted in chiffon with a flowing profile and a pastel palette suited for Resort moments across India. Fits Rectangle, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 18-25 years. Background: modern Mumbai rooftop lounge at night."
train_image/img033.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718477/training_image/33.png,Casual luxury,13-17,"Rectangle, Apple Shape","S, M, L, XL","Light, Medium, Dusky",jumpsuit,structured,linen,metallic,Minimal Luxury,"Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a metallic palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 13-17 years.",,0.474,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Tailored linen jumpsuit with a cinched waist built for humid city days. Crafted in linen with a structured profile and a metallic palette suited for Casual luxury moments across India. Fits Rectangle, Apple Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 13-17 years. Background: sunlit Jaipur palace corridor."
train_image/img034.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718476/training_image/35.png,Wedding,13-17,"Hourglass, Inverted Triangle","M, L, XL","Medium, Dusky, Deep",gown,structured,velvet,jewel,Couture,"Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a jewel palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 13-17 years.",,0.784,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a jewel palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 13-17 years. Background: Goan beach promenade at sunset."
train_image/img035.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718475/training_image/34.png,Casual luxury,36-50,"Rectangle, Pear Shape","XS, S, M, L","Light, Medium, Dusky",co_ord_set,structured,linen,metallic,Minimal Luxury,"Linen co-ord set with a cropped top and tailored trousers for weekend outings. Crafted in linen with a structured profile and a metallic palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 36-50 years.",,0.216,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Linen co-ord set with a cropped top and tailored trousers for weekend outings. Crafted in linen with a structured profile and a metallic palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes XS, S, M, L. Age guidance: 36-50 years. Background: lush monsoon garden with stone path."
train_image/img036.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718473/training_image/36.png,Formal,26-35,"Rectangle, Inverted Triangle","S, M, L","Light, Medium",blazer_dress,structured,satin,metallic,Minimal Luxury,"Satin blazer dress with sharp lapels and waist definition for boardroom-to-dinner dressing. Crafted in satin with a structured profile and a metallic palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years.",,0.287,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin blazer dress with sharp lapels and waist definition for boardroom-to-dinner dressing. Crafted in satin with a structured profile and a metallic palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years. Background: minimalist studio with warm lighting."
train_image/img037.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718473/training_image/37.png,Party,26-35,"Hourglass, Rectangle","S, M, L","Light, Medium",lace_dress,slim,lace,jewel,Elegant,"Delicate lace dress with slip lining and side slit for evening receptions. Crafted in lace with a slim profile and a jewel palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years.",,0.745,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Delicate lace dress with slip lining and side slit for evening receptions. Crafted in lace with a slim profile and a jewel palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years. Background: luxury hotel lobby with marble floor."
train_image/img038.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718471/training_image/38.png,Casual luxury,26-35,"Rectangle, Pear Shape","S, M, L","Light, Medium",wrap_dress,flowing,chiffon,pastel,Minimal Luxury,"Chiffon wrap dress with adjustable tie, easy to style for brunches and day dates. Crafted in chiffon with a flowing profile and a pastel palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years.",,0.229,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Chiffon wrap dress with adjustable tie, easy to style for brunches and day dates. Crafted in chiffon with a flowing profile and a pastel palette suited for Casual luxury moments across India. Fits Rectangle, Pear Shape bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 26-35 years. Background: old city street with pastel walls."
train_image/img039.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718469/training_image/40.png,Formal,26-35,"Rectangle, Inverted Triangle","M, L, XL, XXL","Medium, Dusky, Deep",kurta_jacket_set,structured,velvet,black,Traditional Luxury,"Velvet kurta with a longline jacket for winter formals and cultural events. Crafted in velvet with a structured profile and a black palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 26-35 years.",,0.81,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Velvet kurta with a longline jacket for winter formals and cultural events. Crafted in velvet with a structured profile and a black palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 26-35 years. Background: resort poolside deck with cabanas."
train_image/img040.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718468/training_image/45.png,Wedding,51+,"Apple Shape, Pear Shape, Hourglass","M, L, XL","Light, Medium, Dusky",anarkali,flowing,chiffon,pastel,Traditional Luxury,"Layered chiffon anarkali with soft ghera and yoke embroidery for festive Indian celebrations. Crafted in chiffon with a flowing profile and a pastel palette suited for Wedding moments across India. Fits Apple Shape, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes M, L, XL. Age guidance: 51+ years.",,0.732,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Layered chiffon anarkali with soft ghera and yoke embroidery for festive Indian celebrations. Crafted in chiffon with a flowing profile and a pastel palette suited for Wedding moments across India. Fits Apple Shape, Pear Shape, Hourglass bodies, complements Light, Medium, Dusky skin tones, and is available in sizes M, L, XL. Age guidance: 51+ years. Background: art gallery interior with soft spotlights."
train_image/img041.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718467/training_image/44.png,Party,36-50,"Hourglass, Rectangle","S, M, L","Light, Medium",cocktail_dress,slim,satin,neutral,Elegant,"Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a neutral palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years.",,0.487,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a neutral palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years. Background: heritage haveli courtyard at dusk."
train_image/img042.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718466/training_image/43.png,Formal,26-35,"Apple Shape, Rectangle","S, M, L, XL","Light, Medium, Dusky",kurta_set,relaxed,linen,jewel,Minimal Luxury,"Breathable linen kurta set with straight pants suited for office wear and day events in Indian weather. Crafted in linen with a relaxed profile and a jewel palette suited for Formal moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 26-35 years.",,0.248,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Breathable linen kurta set with straight pants suited for office wear and day events in Indian weather. Crafted in linen with a relaxed profile and a jewel palette suited for Formal moments across India. Fits Apple Shape, Rectangle bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 26-35 years. Background: modern Mumbai rooftop lounge at night."
train_image/img043.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718465/training_image/41.png,Party,18-25,"Hourglass, Rectangle","S, M, L","Light, Medium",cocktail_dress,slim,satin,metallic,Elegant,"Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a metallic palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years.",,0.758,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin cocktail dress with a sleek cut and side ruching for evening events. Crafted in satin with a slim profile and a metallic palette suited for Party moments across India. Fits Hourglass, Rectangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 18-25 years. Background: sunlit Jaipur palace corridor."
train_image/img044.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718463/training_image/42.png,Formal,36-50,"Rectangle, Inverted Triangle","S, M, L","Light, Medium",blazer_dress,structured,satin,black,Minimal Luxury,"Satin blazer dress with sharp lapels and waist definition for boardroom-to-dinner dressing. Crafted in satin with a structured profile and a black palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years.",,0.281,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Satin blazer dress with sharp lapels and waist definition for boardroom-to-dinner dressing. Crafted in satin with a structured profile and a black palette suited for Formal moments across India. Fits Rectangle, Inverted Triangle bodies, complements Light, Medium skin tones, and is available in sizes S, M, L. Age guidance: 36-50 years. Background: Goan beach promenade at sunset."
